0,5 => 0
0,4555659259422763 => 0
0,3872391211863049 => 0
0,34532862207621495 => 0
0,31258016216476975 => 0
0,2858116726338635 => 0
0,2637203006977516 => 0
0,24526815381627423 => 0
0,22964322784176033 => 0
0,21587660367926292 => 0
0,2037536440423128 => 0
0,19468160109099292 => 0
0,18272286769235024 => 0
0,1290658214724046 => 0
0,12524228945060362 => 0
0,12171484140936088 => 0
0,11844859520865184 => 0
0,11541265072124937 => 0
0,11258913215709726 => 0
0,10963575018471389 => 0
0,10748384609607743 => 0
0,1051568606036722 => 0
0,10296399133663313 => 0
0,10089467954815624 => 0
0,0984895245744144 => 0
0,09710544127885201 => 0
0,09534591618780906 => 0
0,09365669552624657 => 0
0,09191249842421037 => 0
0,09055920150237011 => 0
0,08911131322141828 => 0
0,07805893774214345 => 0
0,05608071546721008 => 0
0,05563407852899871 => 0
0,05519772244536512 => 0
0,05472250457093016 => 0
0,054354415923831986 => 0
0,053946420294433355 => 0
0,053543259555579516 => 0
0,053154418740077536 => 0
0,05277178713458947 => 0
0,0523934983031619 => 0
0,05202923241479794 => 0
0,05165439584620952 => 0
0,051180353837275296 => 0
0,05096975987510384 => 0
0,05063056182339818 => 0
0,05029758615255757 => 0
0,04997282656149497 => 0
0,04965133950840435 => 0
0,04933765591655097 => 0
0,049028989217593355 => 0
0,04852922518644124 => 0
0,04842945142397426 => 0
0,0481378476419189 => 0
0,04785012793799935 => 0
0,04756649848006953 => 0
0,04728955761687286 => 0
0,046910389360102785 => 0
0,04666354509815545 => 0
0,04648623953426595 => 0
0,046218463113867216 => 0
0,04597123582231734 => 0
0,04572004441946339 => 0
0,045110732988276545 => 0
0,04459113594545474 => 0
0,044993151312155706 => 0
0,044757377153914056 => 0
0,029790954129002695 => 0
0,04430856860668797 => 0
0,04406000246529232 => 0
0,043902165570850804 => 0
0,043586699330979105 => 0
0,04336442166048666 => 0
0,042891904678017734 => 0
0,0413681399003836 => 0
0,038408041466145015 => 0
0,026041091367880752 => 0
0,026023569461006604 => 0
0,025921974527411372 => 0
0,025885310070111602 => 0
0,02581538773495518 => 0
0,025746390202984335 => 0
0,025707818743274564 => 0
0,025653232231794068 => 0
0,02558126893713221 => 0
0,0254937692974436 => 0
0,0254833594459883 => 0
0,025460590573028522 => 0
0,025372813470525935 => 0
0,025284455119107728 => 0
0,025297538115117934 => 0
0,025225921984729914 => 0
0,02515643730793423 => 0
0,025135189213964113 => 0
0,025058919255893285 => 0
0,0250079235371573 => 0
0,024962118604940506 => 0
0,024882769714343226 => 0
0,024866010712362458 => 0
0,02484479906333058 => 0
0,024781453030091032 => 0
0,024726248854604338 => 0
0,02464353810982398 => 0
0,024610953702985664 => 0
0,024572695025812576 => 0
0,02455288104237533 => 0
0,024484454431732566 => 0
0,02440761279576319 => 0
0,02438698743590452 => 0
0,024329968771379277 => 0
0,02426712188842877 => 0
0,024242650640838866 => 0
0,02418896758908001 => 0
0,02414303852214694 => 0
0,02409512180524403 => 0
0,024054079994327817 => 0
0,024026094921605522 => 0
0,023976794318051473 => 0
0,023910485325511963 => 0
0,02389627217410195 => 0
0,023835727043151313 => 0
0,02378927933267913 => 0
0,023738865297149404 => 0
0,02369571402101176 => 0
0,02366478480587852 => 0
0,02362345247411902 => 0
0,023582576700128383 => 0
0,023529981907298183 => 0
0,023530370835284246 => 0
0,023469832684115368 => 0
0,02341390823334166 => 0
0,023365973226162084 => 0
0,02333320847582787 => 0
0,023284204202097196 => 0
0,023243118998511288 => 0
0,023207265175064325 => 0
0,02318231326784274 => 0
0,023133635424186106 => 0
0,023094875852640903 => 0
0,023057421198825232 => 0
0,02301777957076662 => 0
0,022979710578557216 => 0
0,02293836809828752 => 0
0,022903399392238885 => 0
0,022868386143510618 => 0
0,022836692208353184 => 0
0,02279053053933553 => 0
0,02275383023628832 => 0
0,022703399753061702 => 0
0,022671639243449566 => 0
0,022646466744548354 => 0
0,02259975276350083 => 0
0,022562579317733696 => 0
0,022534378207845505 => 0
0,022486730032886957 => 0
0,02245331278349945 => 0
0,022418577513596938 => 0
0,02237497435062552 => 0
0,022351837015744024 => 0
0,02233537169268524 => 0
0,022287518196196027 => 0
0,02224583828544416 => 0
0,02219760244633287 => 0
0,022169092072984804 => 0
0,02212895706981212 => 0
0,022060074824185105 => 0
0,022072101041263094 => 0
0,022032756865787807 => 0
0,022000665812647712 => 0
0,02196528149269143 => 0
0,021926910336952654 => 0
0,021896013024709317 => 0
0,021862965524506166 => 0
0,02182797257033263 => 0
0,02179994130395623 => 0
0,021767880581203075 => 0
0,021729724973173523 => 0
0,02170188403078166 => 0
0,02167067822987424 => 0
0,021628613858907762 => 0
0,021603522069181764 => 0
0,02156969124876528 => 0
0,02153138149159738 => 0
0,02150792919357101 => 0
0,021472956447196084 => 0
0,021442788604784036 => 0
0,021412688236895853 => 0
0,021386124257830985 => 0
0,021342858804335393 => 0
0,021336351878545972 => 0
0,021286887608316714 => 0
0,021259625938735573 => 0
0,0212537174316061 => 0
0,02119250903723204 => 0
0,02116296545723204 => 0
0,021148680128054834 => 0
0,021127023300716058 => 0
0,0210771157309318 => 0
0,0210433172669381 => 0
0,02101340715815371 => 0
